Boro-Block-Lot,Address,Neighborhood,Building Classification,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Estimated Expense,Net Operating Income,Full Market Value,Report Year
3-01252-7501,1520 BEDFORD AVENUE,CROWN HEIGHTS,R2-CONDOMINIUM,11,1931,8620,157143,70770,86373,610997,2012
3-01254-7502,794 ST JOHN'S PLACE,CROWN HEIGHTS,R2-CONDOMINIUM,16,1910,7983,145530,65540,79990,565998,2012
3-01268-7501,480 EASTERN PARKWAY,CROWN HEIGHTS,R2-CONDOMINIUM,8,2004,9920,180842,81443,99399,703002,2012
3-01270-7502,636 EASTERN PARKWAY,CROWN HEIGHTS,R4-CONDOMINIUM,12,1910,27608,536147,279669,256478,1840998,2012
3-01272-7501,866 EASTERN PARKWAY,CROWN HEIGHTS,R4-CONDOMINIUM,22,2002,39964,595863,306124,289739,1938999,2012
3-01276-7501,1229 PRESIDENT STREET,CROWN HEIGHTS,R2-CONDOMINIUM,12,1987,22128,351393,105329,246064,1679001,2012
3-01283-7501,346 NEW YORK AVENUE,CROWN HEIGHTS,R4-CONDOMINIUM,22,1920,19525,208918,121055,87863,521001,2012
3-01285-7501,1365 CARROLL STREET,CROWN HEIGHTS,R2-CONDOMINIUM,16,1930,27429,456967,167865,289102,1968007,2012
3-01293-7501,555 CROWN STREET,CROWN HEIGHTS,R2-CONDOMINIUM,16,1922,40060,542412,263595,278817,1808999,2012
3-01300-7501,504 CROWN STREET,CROWN HEIGHTS,R2-CONDOMINIUM,15,1991,31068,493360,147884,345476,1950004,2012
3-01309-7501,72 CLOVE ROAD,CROWN HEIGHTS,R2-CONDOMINIUM,48,1997,65071,881061,428167,452894,2937996,2012
3-01314-7501,149 8 AVENUE,FLATBUSH-LEFFERTS GARDEN,R2-CONDOMINIUM,16,1916,17680,322306,145153,177153,899801,2012
3-01325-7501,525 LEFFERTS AVENUE,FLATBUSH-NORTH,R4-CONDOMINIUM,13,2006,20260,346041,153773,192268,1337999,2012
3-01332-7502,575 EAST NEW YORK AVENUE,FLATBUSH-NORTH,R4-CONDOMINIUM,21,2004,41697,676325,321901,354424,2431999,2012
3-01333-7501,605 EAST NEW YORK AVENUE,FLATBUSH-NORTH,R4-CONDOMINIUM,50,2001,67889,848613,363206,485407,3062000,2012
3-01349-7501,1607 BERGEN STREET,CROWN HEIGHTS,R2-CONDOMINIUM,15,2006,26660,374040,153028,221012,1450999,2012
3-01376-7501,273 ALBANY AVENUE,CROWN HEIGHTS,R2-CONDOMINIUM,13,1906,8136,146448,68342,78106,551000,2012
3-01403-7501,1738 UNION STREET,CROWN HEIGHTS,R2-CONDOMINIUM,26,1921,35732,363752,200457,163295,947002,2012
3-01417-7501,580 CROWN STREET,CROWN HEIGHTS,R4-CONDOMINIUM,95,2007,174796,2683119,1040036,1643083,11096001,2012
3-01426-7501,645 LEFFERTS AVENUE,FLATBUSH-NORTH,R2-CONDOMINIUM,22,1925,30700,361953,176218,185735,1144999,2012
3-01427-7501,762 EMPIRE BOULEVARD,FLATBUSH-NORTH,R4-CONDOMINIUM,30,1993,30360,452668,232558,220110,1473005,2012
3-01429-7501,730 LEFFERTS AVENUE,FLATBUSH-NORTH,R2-CONDOMINIUM,15,1990,15785,253349,93132,160217,1095997,2012
3-01429-7502,770 LEFFERTS AVENUE,FLATBUSH-NORTH,R4-CONDOMINIUM,30,1998,50668,696685,368863,327822,2138010,2012
3-01498-7501,723 MAC DONOUGH STREET,OCEAN HILL,R2-CONDOMINIUM,12,1910,13640,200099,96162,103937,692004,2012
3-01498-7501,876 MACDONOUGH STREET,OCEAN HILL,R2-CONDOMINIUM,8,1910,7560,134870,45889,88981,394496,2012
3-01498-7501,741 MAC DONOUGH STREET,OCEAN HILL,R2-CONDOMINIUM,3,1910,4500,80280,27315,52965,235500,2012
3-01498-7501,733 MAC DONOUGH STREET,OCEAN HILL,R2-CONDOMINIUM,3,1910,4500,80280,27315,52965,235500,2012
3-01498-7501,756 MAC DONOUGH STREET,OCEAN HILL,R2-CONDOMINIUM,6,1910,10140,148754,71487,77267,514998,2012
3-01509-7501,472 BAINBRIDGE STREET,OCEAN HILL,R2-CONDOMINIUM,60,1992,53760,688666,339763,348903,2219997,2012
3-01509-7502,419 CHAUNCEY STREET,OCEAN HILL,R2-CONDOMINIUM,24,1906,32087,572432,194768,377664,1732518,2012
3-01515-7501,365 MARION STREET,OCEAN HILL,R2-CONDOMINIUM,20,1995,25632,457275,155586,301689,1205992,2012
3-01521-7501,117 HOPKINSON AVENUE,OCEAN HILL,R2-CONDOMINIUM,15,1995,11050,197132,67074,130058,623697,2012
3-01526-7501,246 SUMPTER STREET,OCEAN HILL,R2-CONDOMINIUM,12,,15335,273576,93083,180493,739200,2012
3-01535-7501,249 HULL STREET,OCEAN HILL,R2-CONDOMINIUM,40,1900,54600,503958,229320,274638,1587004,2012
3-01571-7501,1870 EASTERN PARKWAY EXT,OCEAN HILL,R2-CONDOMINIUM,41,2009,32775,576512,261872,314640,2206006,2012
3-01593-7501,417 HART STREET,BEDFORD STUYVESANT,R2-CONDOMINIUM,16,2005,15600,297024,155532,141492,1012005,2012
3-01603-7501,85 STUYVESANT AVENUE,BEDFORD STUYVESANT,R2-CONDOMINIUM,24,1903,31793,395187,193619,201568,1268998,2012
3-01625-7501,172 STUYVESANT AVENUE,BEDFORD STUYVESANT,R2-CONDOMINIUM,18,,22659,322664,132329,190335,1230896,2012
3-01710-7501,1825 ATLANTIC AVENUE,BEDFORD STUYVESANT,R4-CONDOMINIUM,150,2008,153706,2174940,1166629,1008311,4353584,2012
3-01715-7501,452 BEDFORD AVENUE,BEDFORD STUYVESANT,R4-CONDOMINIUM,12,,17387,368778,86066,282712,1552486,2012
3-01715-7502,450 BEDFORD AVENUE,BEDFORD STUYVESANT,R4-CONDOMINIUM,6,,10288,216254,63786,152468,919500,2012
3-01715-7503,456 FLUSHING AVENUE,BEDFORD STUYVESANT,R4-CONDOMINIUM,1,2000,14647,310663,72503,238160,1741004,2012
3-01715-7504,460 FLUSHING AVENUE,BEDFORD STUYVESANT,R4-CONDOMINIUM,12,2000,14869,315371,73602,241769,1616988,2012
3-01715-7505,464 FLUSHING AVENUE,BEDFORD STUYVESANT,R4-CONDOMINIUM,9,2004,8670,183891,42917,140974,952497,2012
3-01715-7506,773 BEDFORD AVENUE,BEDFORD STUYVESANT,R4-CONDOMINIUM,12,2007,18266,383951,113249,270702,1974997,2012
3-01715-7507,777 BEDFORD AVENUE,BEDFORD STUYVESANT,R4-CONDOMINIUM,12,2007,19028,399969,117974,281995,2058000,2012
3-01715-7508,789 BEDFORD AVENUE,BEDFORD STUYVESANT,R4-CONDOMINIUM,12,2008,19030,400011,117986,282025,2058000,2012
3-01715-7509,783 BEDFORD AVENUE,BEDFORD STUYVESANT,R4-CONDOMINIUM,12,2008,18158,381681,112580,269101,1964004,2012
3-01734-7503,689 MYRTLE AVENUE,BEDFORD STUYVESANT,R4-CONDOMINIUM,45,1947,36414,772341,180249,592092,3619508,2012
3-01734-7504,835 BEDFORD AVENUE,BEDFORD STUYVESANT,R4-CONDOMINIUM,10,2003,16833,357028,83323,273705,1674002,2012
3-01734-7504,108 SPENCER STREET,BEDFORD STUYVESANT,R4-CONDOMINIUM,4,2003,5772,122424,28571,93853,574501,2012
3-01734-7504,108 SPENCER STREET,BEDFORD STUYVESANT,R4-CONDOMINIUM,4,2003,5890,124927,29156,95771,586497,2012
3-01734-7504,104 SPENCER STREET,BEDFORD STUYVESANT,R4-CONDOMINIUM,5,2003,7463,158290,36942,121348,742500,2012
3-01734-7504,104 SPENCER STREET,BEDFORD STUYVESANT,R4-CONDOMINIUM,5,2003,8270,175407,40937,134470,821997,2012
3-01734-7505,805 BEDFORD AVENUE,BEDFORD STUYVESANT,R4-CONDOMINIUM,12,2003,21442,454785,106138,348647,2549000,2012
3-01734-7506,100 SPENCER STREET,BEDFORD STUYVESANT,R4-CONDOMINIUM,24,2006,33600,712656,166320,546336,3993000,2012
3-01734-7509,809 BEDFORD AVENUE,BEDFORD STUYVESANT,R4-CONDOMINIUM,12,2003,20470,434169,101327,332842,2434000,2012
3-01734-7510,82 SPENCER STREET,BEDFORD STUYVESANT,R4-CONDOMINIUM,12,2003,10403,220648,51495,169153,1236996,2012
3-01734-7512,78 SPENCER STREET,BEDFORD STUYVESANT,R4-CONDOMINIUM,12,2003,12338,261689,61073,200616,1467003,2012
3-01734-7513,74 SPENCER STREET,BEDFORD STUYVESANT,R4-CONDOMINIUM,12,2003,12110,256853,59945,196908,1440001,2012
3-01734-7515,86 SPENCER STREET,BEDFORD STUYVESANT,R4-CONDOMINIUM,6,2004,12164,257998,60212,197786,1445999,2012
3-01734-7516,90 SPENCER STREET,BEDFORD STUYVESANT,R4-CONDOMINIUM,12,2004,7297,154769,36120,118649,867996,2012
3-01754-7502,756 MYRTLE AVENUE,BEDFORD STUYVESANT,R9-CONDOMINIUM,72,,93353,1058623,348207,710416,4313000,2012
3-01754-7504,782 MYRTLE AVENUE,BEDFORD STUYVESANT,RR-CONDOMINIUM,11,2010,9038,123369,47359,76010,28517,2012
3-01755-7501,834 MYRTLE AVENUE,BEDFORD STUYVESANT,R2-CONDOMINIUM,36,2003,58244,1194584,400719,793865,5765003,2012
3-01755-7502,886 MYRTLE AVENUE,BEDFORD STUYVESANT,R2-CONDOMINIUM,16,2006,11808,226950,95291,131659,943004,2012
3-01762-7502,382 WILLOUGHBY AVENUE,BEDFORD STUYVESANT,R9-CONDOMINIUM,50,,64803,1329110,445845,883265,6415000,2012
3-01763-7501,191 SPENCER STREET,BEDFORD STUYVESANT,R4-CONDOMINIUM,18,2004,24200,513282,119790,393492,2877001,2012
3-01763-7502,209 SPENCER STREET,BEDFORD STUYVESANT,R4-CONDOMINIUM,18,2004,24200,513282,119790,393492,2877000,2012
3-01763-7503,197 SPENCER STREET,BEDFORD STUYVESANT,R4-CONDOMINIUM,18,2004,24200,513282,119790,393492,2876999,2012
3-01763-7504,195 SPENCER STREET,BEDFORD STUYVESANT,R4-CONDOMINIUM,18,2004,24200,513282,119790,393492,2877001,2012
3-01763-7505,201 SPENCER STREET,BEDFORD STUYVESANT,R4-CONDOMINIUM,18,2004,24200,513282,119790,393492,2877002,2012
3-01771-7501,118 HART STREET,BEDFORD STUYVESANT,R2-CONDOMINIUM,16,2009,27500,546150,190850,355300,8507249,2012
3-01781-7501,794 DE KALB AVENUE,BEDFORD STUYVESANT,R2-CONDOMINIUM,32,2006,23344,380274,171112,209162,1437002,2012
3-01788-7502,552 LAFAYETTE AVENUE,BEDFORD STUYVESANT,R4-CONDOMINIUM,23,2009,11385,241476,56356,185120,2291825,2012
3-01840-7501,582 THROOP AVENUE,BEDFORD STUYVESANT,R2-CONDOMINIUM,13,1910,11030,152766,72247,80519,527000,2012
3-01884-7501,773 KENT AVENUE,BEDFORD STUYVESANT,R4-CONDOMINIUM,12,2009,27630,586585,269669,316916,655017,2012
3-01885-7501,53 FRANKLIN AVENUE,BEDFORD STUYVESANT,R4-CONDOMINIUM,10,2002,13115,278169,64919,213250,1559000,2012
3-01885-7502,42 SKILLMAN STREET,BEDFORD STUYVESANT,R4-CONDOMINIUM,20,2004,25423,539222,125844,413378,2950520,2012
3-01885-7503,38 SKILLMAN STREET,BEDFORD STUYVESANT,R4-CONDOMINIUM,10,2004,13007,275878,64385,211493,1546000,2012
3-01886-7504,804 BEDFORD AVENUE,BEDFORD STUYVESANT,R4-CONDOMINIUM,10,2007,24332,516082,120443,395639,2893000,2012
3-01887-7502,95 VANDERBILT AVENUE,CLINTON HILL,R2-CONDOMINIUM,24,1991,60350,1025347,430899,594448,4130999,2012
3-01890-7501,163 WASHINGTON AVENUE,CLINTON HILL,R4-CONDOMINIUM,49,2009,53178,900304,222816,677488,4703998,2012
3-01893-7501,72 STEUBEN STREET,CLINTON HILL,R4-CONDOMINIUM,10,2007,11935,253141,59078,194063,1419000,2012
3-01893-7502,73 GRAND AVENUE,CLINTON HILL,R2-CONDOMINIUM,19,2005,20695,424454,142382,282072,2474766,2012
3-01894-7501,111 STEUBEN STREET,CLINTON HILL,R4-CONDOMINIUM,35,2006,34487,731469,170711,560758,4099998,2012
3-01897-7508,609 MYRTLE AVENUE,BEDFORD STUYVESANT,R4-CONDOMINIUM,18,2005,20620,437350,102069,335281,2452000,2012
3-01898-7501,86 FRANKLIN AVENUE,BEDFORD STUYVESANT,R4-CONDOMINIUM,7,2006,9965,209464,61783,147681,1077999,2012
3-01899-7501,128 SKILLMAN STREET,BEDFORD STUYVESANT,R4-CONDOMINIUM,12,2002,17958,380889,88892,291997,2134998,2012
3-01899-7502,102 SKILLMAN STREET,BEDFORD STUYVESANT,R2-CONDOMINIUM,4,2003,7968,162468,80716,81752,593000,2012
3-01899-7503,94 SKILLMAN STREET,BEDFORD STUYVESANT,R4-CONDOMINIUM,12,2002,15531,329413,76878,252535,1847001,2012
3-01899-7504,88 SKILLMAN STREET,BEDFORD STUYVESANT,R4-CONDOMINIUM,5,2006,10746,225881,66625,159256,1162000,2012
3-01899-7505,98 SKILLMAN STREET,BEDFORD STUYVESANT,R4-CONDOMINIUM,6,2002,27054,573815,133917,439898,3217000,2012
3-01900-7502,876 BEDFORD AVENUE,BEDFORD STUYVESANT,R2-CONDOMINIUM,12,2004,14095,260617,117693,142924,1015002,2012
3-01900-7503,103 SKILLMAN STREET,BEDFORD STUYVESANT,R4-CONDOMINIUM,14,2005,17536,371939,86803,285136,2084999,2012
3-01900-7505,858 BEDFORD AVENUE,BEDFORD STUYVESANT,R4-CONDOMINIUM,10,2004,13470,285699,66677,219022,1600998,2012
3-01900-7508,111 SKILLMAN STREET,BEDFORD STUYVESANT,R4-CONDOMINIUM,12,2003,17274,366382,85506,280876,2054002,2012
3-01900-7509,79 SKILLMAN AVENUE,BEDFORD STUYVESANT,R4-CONDOMINIUM,10,2006,19639,416543,97213,319330,2335004,2012
3-01900-7510,107 SKILLMAN STREET,BEDFORD STUYVESANT,R4-CONDOMINIUM,12,2004,20930,443925,103604,340321,2488003,2012
3-01900-7513,75 SKILLMAN STREET,BEDFORD STUYVESANT,R4-CONDOMINIUM,12,2009,18965,402248,93877,308371,2255005,2012
3-01903-7501,446 MYRTLE AVENUE,CLINTON HILL,R9-CONDOMINIUM,14,1900,15401,208684,62836,145848,947000,2012
3-01913-7507,664 MYRTLE AVENUE,BEDFORD STUYVESANT,R4-CONDOMINIUM,12,2003,15957,338448,78987,259461,1896998,2012
3-01913-7508,662 MYRTLE AVENUE,BEDFORD STUYVESANT,R2-CONDOMINIUM,5,2004,6127,151031,49567,101464,761001,2012
3-01913-7512,189 FRANKLIN AVENUE,BEDFORD STUYVESANT,R4-CONDOMINIUM,16,2006,17259,366063,85432,280631,2052002,2012
3-01914-7502,163 SKILLMAN STREET,BEDFORD STUYVESANT,R2-CONDOMINIUM,14,2003,17065,263996,136861,127135,860999,2012
3-01914-7504,173 SKILLMAN STREET,BEDFORD STUYVESANT,R2-CONDOMINIUM,12,2010,22160,300046,128528,171518,1113001,2012
3-01914-7505,898 BEDFORD AVENUE,BEDFORD STUYVESANT,R4-CONDOMINIUM,17,2008,20790,440956,102911,338045,1892762,2012
3-01914-7506,153 SKILLMAN STREET,BEDFORD STUYVESANT,R4-CONDOMINIUM,8,2008,10624,225548,103690,121858,890998,2012
3-01924-7501,263 CLASSON AVENUE,BEDFORD STUYVESANT,R4-CONDOMINIUM,95,1920,130468,1900919,536223,1364696,9071999,2012
3-01925-7501,970 KENT AVENUE,BEDFORD STUYVESANT,R4-CONDOMINIUM,103,1930,107974,1972685,661881,1310804,9276998,2012
3-01926-7501,240 FRANKLIN AVENUE,BEDFORD STUYVESANT,R2-CONDOMINIUM,4,2004,6056,81998,35125,46873,304001,2012
3-01926-7503,234 FRANKLIN AVENUE,BEDFORD STUYVESANT,R4-CONDOMINIUM,8,2007,8327,176616,41219,135397,990000,2012
3-01927-7501,222 SKILLMAN STREET,BEDFORD STUYVESANT,R4-CONDOMINIUM,67,2003,76541,1536178,522010,1014168,7331998,2012
3-01928-7501,239 SKILLMAN STREET,BEDFORD STUYVESANT,R2-CONDOMINIUM,15,2010,25855,324480,145047,179433,940509,2012
3-01931-7501,320 WASHINGTON AVENUE,CLINTON HILL,R4-CONDOMINIUM,25,1900,29054,443655,126385,317270,2140002,2012
3-01941-7501,260 SKILLMAN STREET,BEDFORD STUYVESANT,R4-CONDOMINIUM,32,2006,40106,850648,198525,652123,4768000,2012
3-01949-7501,367 CLASSON AVENUE,BEDFORD STUYVESANT,R4-CONDOMINIUM,19,2006,11899,250117,73774,176343,1287001,2012
3-01953-7501,315 GREENE AVENUE,BEDFORD STUYVESANT,R2-CONDOMINIUM,48,2010,54674,1086382,415274,671108,4513281,2012
3-01957-7501,415 CARLTON AVENUE,FORT GREENE,R2-CONDOMINIUM,31,1988,40875,838346,281220,557126,4045998,2012
3-01957-7501,387 ADELPHI STREET,FORT GREENE,R2-CONDOMINIUM,16,,19724,384618,138462,246156,1769000,2012
3-01957-7501,421 ADELPHI STREET,FORT GREENE,R2-CONDOMINIUM,23,,31540,615030,221411,393619,2829000,2012
3-01957-7501,5 GATES AVENUE,FORT GREENE,R2-CONDOMINIUM,28,,34890,659770,204804,454966,3246997,2012
3-01960-7501,430 CLINTON AVENUE,CLINTON HILL,R4-CONDOMINIUM,48,1930,38056,645430,197130,448300,3114003,2012
3-01966-7502,252 GREENE AVENUE,CLINTON HILL,R2-CONDOMINIUM,12,1930,9280,131962,63568,68394,450998,2012
3-01966-7503,242 GREENE AVENUE,CLINTON HILL,R2-CONDOMINIUM,13,1930,20857,477000,196682,280318,2077998,2012
3-01967-7503,95 LEXINGTON AVENUE,BEDFORD STUYVESANT,R4-CONDOMINIUM,20,1910,29817,460971,129108,331863,2245999,2012
3-01967-7504,105 LEXINGTON AVENUE,BEDFORD STUYVESANT,R4-CONDOMINIUM,32,1930,50008,686110,166027,520083,3390000,2012
3-01969-7501,319 GRAND AVENUE,CLINTON HILL,R2-CONDOMINIUM,48,1957,59400,1064448,406890,657558,4413024,2012
3-01969-7503,27 QUINCY STREET,CLINTON HILL,R2-CONDOMINIUM,16,1939,15921,338003,155389,182614,1335000,2012
3-01972-7501,420 CLASSON AVENUE,CLINTON HILL,R2-CONDOMINIUM,12,1899,10734,219618,71381,148237,1075999,2012
3-01974-7501,1122 BEDFORD AVENUE,BEDFORD STUYVESANT,R4-CONDOMINIUM,72,2009,79381,1257395,548523,708872,3622740,2012
3-01979-7501,226 ST JAMES PLACE,CLINTON HILL,R2-CONDOMINIUM,8,1920,7370,143715,51737,91978,661001,2012
3-01979-7502,483 WASHINGTON AVENUE,CLINTON HILL,R4-CONDOMINIUM,16,2007,18039,278883,78109,200774,1359000,2012
3-01984-7501,13 IRVING PLACE,CLINTON HILL,R2-CONDOMINIUM,16,2006,11725,228638,82310,146328,1052005,2012
3-01986-7501,1142 BEDFORD AVENUE,BEDFORD STUYVESANT,R4-CONDOMINIUM,29,2009,24001,384736,106084,278652,2186001,2012
3-02000-7501,124 BEDFORD AVENUE,BEDFORD STUYVESANT,R4-CONDOMINIUM,36,2003,32500,681200,346450,334750,2441000,2012
3-02004-7501,212 SOUTH OXFORD STREET,FORT GREENE,R9-CONDOMINIUM,80,2009,110828,2352878,1081681,1271197,9296000,2012
3-02013-7501,555 WASHINGTON AVENUE,CLINTON HILL,R2-CONDOMINIUM,53,1915,63540,1062389,268139,794250,5494993,2012
3-02013-7502,1838 WEST 13 STREET,CLINTON HILL,R2-CONDOMINIUM,11,2005,12942,268158,122690,145468,1057998,2012
3-02013-7503,545 WASHINGTON AVENUE,CLINTON HILL,R4-CONDOMINIUM,64,2009,66778,1334892,362605,972287,8021832,2012
3-02014-7501,936 FULTON STREET,CLINTON HILL,R2-CONDOMINIUM,11,,7631,158114,72342,85772,624001,2012
3-02016-7501,1078 FULTON STREET,BEDFORD STUYVESANT,RR-CONDOMINIUM,45,2011,45035,956093,439542,516551,3778000,2012
3-02044-7501,80 ADELPHI STREET,FORT GREENE,R4-CONDOMINIUM,13,2007,8888,188514,43996,144518,1057001,2012
3-02045-7501,150 CLERMONT AVENUE,FORT GREENE,RR-CONDOMINIUM,52,2010,77467,1644624,756078,888546,6427000,2012
3-02049-7501,176 JOHNSON STREET,DOWNTOWN-METROTECH,R4-CONDOMINIUM,56,1926,58179,1342190,510230,831960,6171998,2012
3-02058-7501,101 WILLOUGHBY STREET,DOWNTOWN-METROTECH,R4-CONDOMINIUM,251,1918,332324,7836200,2651946,5184254,38599001,2012
3-02060-7501,150 MYRTLE AVENUE,DOWNTOWN-METROTECH,R4-CONDOMINIUM,240,2007,202727,4780303,1617761,3162542,23558979,2012
3-02073-7501,159 CARLTON AVENUE,FORT GREENE,R2-CONDOMINIUM,12,1987,22750,399263,163800,235463,1650002,2012
3-02075-7501,181 CLERMONT AVENUE,FORT GREENE,R4-CONDOMINIUM,74,2007,85404,1786652,732766,1053886,7682002,2012
3-02095-7501,1 ROCKWELL PLACE,FORT GREENE,R2-CONDOMINIUM,30,1900,34820,739925,191858,548067,3341998,2012
3-02095-7502,230 ASHLAND PLACE,FORT GREENE,R4-CONDOMINIUM,108,2006,118153,2728153,997211,1730942,12847996,2012
3-02101-7501,69 SOUTH OXFORD STREET,FORT GREENE,R4-CONDOMINIUM,22,1931,21120,286176,86170,200006,1297998,2012
3-02101-7503,264 CUMBERLAND STREET,FORT GREENE,R2-CONDOMINIUM,13,1925,17910,467451,142205,325246,1815002,2012
3-02106-7501,96 ROCKWELL PLACE,FORT GREENE,R4-CONDOMINIUM,37,1920,37829,803110,369211,433899,3171997,2012
3-02111-7501,1 HANSON PLACE,FORT GREENE,R4-CONDOMINIUM,179,1927,206022,4250234,1398889,2851345,20731005,2012
3-02116-7501,96 SOUTH PORTLAND AVENUE,FORT GREENE,R9-CONDOMINIUM,1,1931,6400,159616,56128,103488,567000,2012
3-02120-7501,381 CARLTON AVENUE,FORT GREENE,R4-CONDOMINIUM,27,2003,38798,786435,423674,362761,2628001,2012
3-02129-7501,53 61 SOUTH 8 STREET,WILLIAMSBURG-SOUTH,R2-CONDOMINIUM,24,1999,47988,815316,313362,501954,3487998,2012
3-02129-7502,42 BROADWAY,WILLIAMSBURG-SOUTH,R2-CONDOMINIUM,31,2000,60569,943665,334341,609324,4134004,2012
3-02129-7503,45 SOUTH 8 STREET,WILLIAMSBURG-SOUTH,R4-CONDOMINIUM,14,,14820,302773,165688,137085,995001,2012
3-02129-7504,41 SOUTH 8 STREET,WILLIAMSBURG-SOUTH,R4-CONDOMINIUM,14,,14820,302773,165688,137085,995001,2012
3-02129-7505,34 BROADWAY,WILLIAMSBURG-SOUTH,R4-CONDOMINIUM,14,2003,20160,373968,173779,200189,1422000,2012
3-02129-7506,32 BROADWAY,WILLIAMSBURG-SOUTH,R4-CONDOMINIUM,14,2005,17639,402522,141818,260704,1930999,2012
3-02129-7507,26 BROADWAY,WILLIAMSBURG-SOUTH,R4-CONDOMINIUM,30,2006,33036,753882,265609,488273,3616999,2012
3-02129-7508,20 BROADWAY,WILLIAMSBURG-SOUTH,R4-CONDOMINIUM,14,1920,23760,515830,180576,335254,2460999,2012
3-02130-7501,60 BROADWAY,WILLIAMSBURG-SOUTH,R4-CONDOMINIUM,130,1916,147926,2899350,752943,2146407,13982087,2012
3-02131-7502,416 BEDFORD AVENUE,WILLIAMSBURG-SOUTH,R4-CONDOMINIUM,11,2001,11178,228367,124970,103397,750000,2012
3-02132-7501,401 BEDFORD AVENUE,WILLIAMSBURG-SOUTH,R4-CONDOMINIUM,27,1999,36290,828138,291772,536366,3972997,2012
3-02132-7502,138 BROADWAY,WILLIAMSBURG-SOUTH,R4-CONDOMINIUM,40,2002,73295,1616888,856819,760069,5832323,2012
3-02132-7503,170 BROADWAY,WILLIAMSBURG-SOUTH,R4-CONDOMINIUM,12,2003,11981,264900,119091,145809,1074000,2012
3-02133-7501,159 SOUTH 8 STREET,WILLIAMSBURG-SOUTH,R4-CONDOMINIUM,12,2004,23520,468518,227909,240609,1736004,2012
3-02133-7502,190 BROADWAY,WILLIAMSBURG-SOUTH,R4-CONDOMINIUM,16,2007,20661,471484,166114,305370,2262004,2012
3-02134-7501,446 KENT AVENUE,WILLIAMSBURG-SOUTH,R4-CONDOMINIUM,75,2003,83525,1851749,519526,1332223,9817000,2012
3-02134-7502,450 KENT AVENUE,WILLIAMSBURG-SOUTH,R9-CONDOMINIUM,140,2003,171432,3781790,1393742,2388048,17580000,2012
3-02134-7503,440 KENT AVENUE,WILLIAMSBURG-SOUTH,R4-CONDOMINIUM,135,2003,191889,4188937,1419979,2768958,20350999,2012
3-02137-7502,102 SOUTH 8 STREET,WILLIAMSBURG-SOUTH,R4-CONDOMINIUM,28,2002,59400,1192158,405108,787050,5689997,2012
3-02137-7503,407 BERRY STREET,WILLIAMSBURG-SOUTH,R4-CONDOMINIUM,12,2004,10001,220622,116912,103710,763000,2012
3-02138-7501,97 MORTON STREET,WILLIAMSBURG-SOUTH,R2-CONDOMINIUM,20,,43937,605452,308877,296575,1899994,2012
3-02147-7501,131 DIVISION AVENUE,WILLIAMSBURG-SOUTH,R4-CONDOMINIUM,19,1900,29440,628838,286451,342387,2504998,2012
3-02147-7502,125 DIVISION AVENUE,WILLIAMSBURG-SOUTH,R4-CONDOMINIUM,18,1900,27024,613715,250242,363473,2690001,2012
3-02147-7503,908 DRIGGS AVENUE,WILLIAMSBURG-SOUTH,R2-CONDOMINIUM,19,1917,21746,338803,120038,218765,1484000,2012
3-02147-7505,134 SOUTH 9 STREET,WILLIAMSBURG-SOUTH,R4-CONDOMINIUM,36,1997,45801,722282,302745,419537,2856001,2012
3-02147-7506,150 SOUTH 9 STREET,WILLIAMSBURG-SOUTH,R4-CONDOMINIUM,12,1924,38800,719352,365108,354244,2515002,2012
3-02152-7501,293 DIVISION AVENUE,WILLIAMSBURG-SOUTH,R4-CONDOMINIUM,4,1995,9696,207397,114801,92596,678000,2012
3-02165-7501,525 KENT AVENUE,WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,66,2001,85046,1308858,291708,1017150,6873998,2012
3-02165-7502,580 WYTHE AVENUE,WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,68,2001,83403,1673898,568808,1105090,7989018,2012
3-02165-7503,570 WYTHE AVENUE,WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,48,2001,67712,1358980,461796,897184,6485998,2012
3-02173-7501,149 TAYLOR STREET,WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,13,1900,25704,370395,196122,174273,1154999,2012
3-02173-7504,177 TAYLOR STREET,WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,14,2004,14884,312862,92281,220581,1609999,2012
3-02183-7501,202 DIVISION AVENUE,WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,12,1998,13669,287322,84748,202574,1478001,2012
3-02186-7501,562 BEDFORD AVENUE,WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,66,1920,92218,1350994,311697,1039297,6920005,2012
3-02200-7501,234 KEAP STREET,WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,12,1999,19680,413674,122016,291658,2127996,2012
3-02201-7502,266 KEAP STREET,WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,13,1915,25980,419057,219791,199266,1364999,2012
3-02204-7502,616 BEDFORD AVENUE,WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,14,2004,20000,424200,99000,325200,2378000,2012
3-02223-7502,790 WYTHE AVENUE,WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,12,2003,16950,359510,83903,275607,1211996,2012
