Boro-Block-Lot,Address,Neighborhood,Building Classification,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Estimated Expense,Net Operating Income,Full Market Value,Report Year
3-00849-7501,5708 7 AVENUE,SUNSET PARK,R4  -ELEVATOR,10,2008,9029,272044,79455,192589,1564008,2019
3-00897-7503,282 21 STREET,SUNSET PARK,R4-CONDOMINIUM,10,2008,11633,275702,104697,171005,1274999,2012
3-00897-7503,282 21 STREET,SUNSET PARK,R4-ELEVATOR,10,2008,11633,273027,86666,186361,1398999,2013
3-00897-7503,282 21 STREET,SUNSET PARK,R4-CONDOMINIUM,10,2008,11633,285823,96438,189385,1434001,2014
3-00897-7503,282 21 STREET,SUNSET PARK,R4-CONDOMINIUM,10,2008,11633,318744,97368,221376,1724997,2015
3-00897-7503,282 21 STREET,SUNSET PARK,R4-ELEVATOR,10,2008,11633,340498,112258,228240,1825996,2016
3-00897-7503,282 21 STREET,SUNSET PARK,R4  -ELEVATOR,10,2008,11633,338986,105046,233940,1882997,2018
3-00899-7501,708 6 AVENUE,SUNSET PARK,R4-CONDOMINIUM,15,2008,24043,429408,62752,366656,2581003,2012
3-00899-7501,708 6 AVENUE,SUNSET PARK,R4-ELEVATOR,15,2008,24043,415703,66840,348863,2454003,2013
3-00899-7501,708 6 AVENUE,SUNSET PARK,R4-CONDOMINIUM,15,2008,24043,512356,273850,238506,1799003,2015
3-00899-7501,708 6 AVENUE,SUNSET PARK,R4-ELEVATOR,15,2008,24043,449123,166378,282745,2141004,2016
3-00899-7501,708 6 AVENUE,SUNSET PARK,R4  -ELEVATOR,15,2008,24043,483024,188497,294527,2308004,2018
3-00899-7501,708 6 AVENUE,SUNSET PARK,R4  -ELEVATOR,15,2008,24043,674406,345498,328908,2656003,2019
3-00964-7502,255 1 STREET,PARK SLOPE,R4-CONDOMINIUM,32,2008,40038,793153,349532,443621,3196999,2012
3-00964-7502,255 1 STREET,PARK SLOPE,R4-ELEVATOR,32,2008,40038,777538,326710,450828,3264000,2013
3-00964-7502,255 1 STREET,PARK SLOPE,R4-CONDOMINIUM,32,2008,40038,1021369,547720,473649,3664000,2015
3-00964-7502,255 1 STREET,PARK SLOPE,R4-ELEVATOR,32,2008,40038,1159100,573344,585756,4687000,2016
3-00964-7502,255 1 STREET,PARK SLOPE,R4-ELEVATOR,32,2008,40038,1176316,550923,625393,5002997,2017
3-00964-7502,255 1 STREET,PARK SLOPE,R4  -ELEVATOR,32,2008,40038,1284019,577748,706271,5735004,2019
3-00969-7503,309 2 STREET,PARK SLOPE,R4-CONDOMINIUM,11,2008,23222,409868,238490,171378,1203000,2012
3-00969-7503,309 2 STREET,PARK SLOPE,R4-ELEVATOR,11,2008,23222,403831,222931,180900,1274999,2013
3-00969-7503,309 2 STREET,PARK SLOPE,R4-ELEVATOR,11,2008,23222,486733,233381,253352,1965998,2016
3-00969-7503,309 2 STREET,PARK SLOPE,R4-ELEVATOR,11,2008,23222,604933,318838,286095,2288999,2017
3-00969-7503,309 2 STREET,PARK SLOPE,R4  -ELEVATOR,11,2008,23779,671043,374757,296286,2395001,2019
3-01041-7502,155 15 STREET,PARK SLOPE SOUTH,R4-ELEVATOR,32,2008,33972,535399,201454,333945,2291000,2013
3-01041-7502,155 15 STREET,PARK SLOPE SOUTH,R4-ELEVATOR,32,2008,33972,708996,270757,438239,3399000,2016
3-01041-7502,155 15 STREET,PARK SLOPE SOUTH,R4-ELEVATOR,32,2008,33972,838769,409363,429406,3434998,2017
3-01041-7502,155 15 STREET,PARK SLOPE SOUTH,R4  -ELEVATOR,32,2008,33972,1187321,753839,433482,3488001,2018
3-01048-7504,226 15 STREET,PARK SLOPE SOUTH,R4-CONDOMINIUM,22,2008,21480,456020,209645,246375,1802000,2012
3-01048-7504,226 15 STREET,PARK SLOPE SOUTH,R4-ELEVATOR,22,2008,21480,482441,236710,245731,1831002,2013
3-01048-7504,226 15 STREET,PARK SLOPE SOUTH,R4-CONDOMINIUM,22,2008,21480,529267,124584,404683,3065002,2014
3-01048-7504,226 15 STREET,PARK SLOPE SOUTH,R4-ELEVATOR,22,2008,21480,503062,94727,408335,3230003,2016
3-01048-7504,226 15 STREET,PARK SLOPE SOUTH,R4-ELEVATOR,22,2008,21480,628075,195468,432607,3460997,2017
3-01048-7504,226 15 STREET,PARK SLOPE SOUTH,R4  -ELEVATOR,22,2008,21480,594566,100312,494254,3978000,2018
3-01048-7504,226 15 STREET,PARK SLOPE SOUTH,R4  -ELEVATOR,22,2008,21480,694234,187520,506714,4115998,2019
3-01049-7501,315 16 STREET,PARK SLOPE SOUTH,R4-CONDOMINIUM,20,2008,25216,445062,258968,186094,1306001,2012
3-01049-7501,315 16 STREET,PARK SLOPE SOUTH,R4-ELEVATOR,20,2008,25216,476835,268803,208032,1497001,2013
3-01049-7501,315 16 STREET,PARK SLOPE SOUTH,R4-ELEVATOR,20,2008,25216,523484,318478,205006,1588005,2016
3-01049-7501,315 16 STREET,PARK SLOPE SOUTH,R4-ELEVATOR,20,2008,25216,600645,349998,250647,2005002,2017
3-01049-7501,315 16 STREET,PARK SLOPE SOUTH,R4  -ELEVATOR,20,2008,25219,783807,517242,266565,2145003,2018
3-01049-7501,315 16 STREET,PARK SLOPE SOUTH,R4  -ELEVATOR,20,2008,25219,624675,328351,296324,2355001,2019
3-01124-7503,935 PACIFIC STREET,CROWN HEIGHTS,R4-CONDOMINIUM,10,2008,10313,181715,85392,96323,676002,2012
3-01124-7503,935 PACIFIC STREET,CROWN HEIGHTS,R4-ELEVATOR,10,2008,10313,179034,77760,101274,712998,2013
3-01124-7503,935 PACIFIC STREET,CROWN HEIGHTS,R4-CONDOMINIUM,10,2008,10313,187903,84463,103440,738002,2014
3-01124-7503,935 PACIFIC STREET,CROWN HEIGHTS,R4-CONDOMINIUM,10,2008,10313,215851,107874,107977,812004,2015
3-01124-7503,935 PACIFIC STREET,CROWN HEIGHTS,R4-ELEVATOR,10,2008,10313,240190,129325,110865,876004,2016
3-01124-7503,935 PACIFIC STREET,CROWN HEIGHTS,R4-ELEVATOR,10,2008,10313,258444,132935,125509,1004004,2017
3-01124-7503,935 PACIFIC STREET,CROWN HEIGHTS,R4  -ELEVATOR,10,2008,10313,303305,163770,139535,1123004,2018
3-01124-7503,935 PACIFIC STREET,CROWN HEIGHTS,R4  -ELEVATOR,10,2008,10313,286701,124994,161707,1305002,2019
3-01138-7501,659 BERGEN STREET,PROSPECT HEIGHTS,R4-CONDOMINIUM,14,2008,11602,285757,111959,173798,1339001,2015
3-01138-7501,659 BERGEN STREET,PROSPECT HEIGHTS,R4-ELEVATOR,14,2008,11602,333906,145953,187953,1504003,2016
3-01138-7501,659 BERGEN STREET,PROSPECT HEIGHTS,R4-ELEVATOR,14,2008,11602,362330,143865,218465,1748000,2017
3-01138-7501,659 BERGEN STREET,PROSPECT HEIGHTS,R4  -ELEVATOR,14,2008,11602,382518,127042,255476,2056002,2018
3-01138-7501,659 BERGEN STREET,PROSPECT HEIGHTS,R4  -ELEVATOR,14,2008,11602,398529,136556,261973,2128000,2019
3-01152-7504,238 ST MARK'S AVENUE,PROSPECT HEIGHTS,R4-CONDOMINIUM,20,2008,15992,471069,193222,277847,1770000,2012
3-01152-7504,238 ST MARK'S AVENUE,PROSPECT HEIGHTS,R4-ELEVATOR,20,2008,15992,355662,100750,254912,1896000,2013
3-01152-7504,238 ST MARK'S AVENUE,PROSPECT HEIGHTS,R4-CONDOMINIUM,20,2008,15992,431144,180070,251074,1910997,2014
3-01152-7504,238 ST MARK'S AVENUE,PROSPECT HEIGHTS,R4-CONDOMINIUM,20,2008,15992,411314,148086,263228,2038000,2015
3-01152-7504,238 ST MARK'S AVENUE,PROSPECT HEIGHTS,R4-ELEVATOR,20,2008,15992,471764,181669,290095,2320999,2016
3-01152-7504,238 ST MARK'S AVENUE,PROSPECT HEIGHTS,R4-ELEVATOR,20,2008,15992,460730,158960,301770,2414000,2017
3-01152-7504,238 ST MARK'S AVENUE,PROSPECT HEIGHTS,R4  -ELEVATOR,20,2008,15992,494313,150645,343668,2766000,2018
3-01152-7504,238 ST MARK'S AVENUE,PROSPECT HEIGHTS,R4  -ELEVATOR,20,2008,15992,565477,190625,374852,3044000,2019
3-01710-7501,1825 ATLANTIC AVENUE,BEDFORD STUYVESANT,R4-CONDOMINIUM,150,2008,153706,2174940,1166629,1008311,4353584,2012
3-01710-7501,1825 ATLANTIC AVENUE,BEDFORD STUYVESANT,RR-CONDOMINIUM,150,2008,153706,4303768,1206592,3097176,23616000,2014
3-01710-7501,1825 ATLANTIC AVENUE,BEDFORD STUYVESANT,RR-CONDOMINIUM,150,2008,153706,3515256,1066720,2448536,18667000,2015
3-01710-7501,1825 ATLANTIC AVENUE,BEDFORD STUYVESANT,RR-CONRENT,150,2008,153706,4107024,1126665,2980359,23849000,2016
3-01710-7501,1825 ATLANTIC AVENUE,BEDFORD STUYVESANT,RR  -CONRENT,150,2008,153706,4465159,914551,3550608,28579000,2018
3-01710-7501,1825 ATLANTIC AVENUE,BEDFORD STUYVESANT,RR  -CONRENT,150,2008,153706,4471308,848457,3622851,29375000,2019
3-01715-7508,789 BEDFORD AVENUE,BEDFORD STUYVESANT,R4-CONDOMINIUM,12,2008,19030,400011,117986,282025,2058000,2012
3-01715-7508,789 BEDFORD AVENUE,BEDFORD STUYVESANT,R4-ELEVATOR,12,2008,19030,394492,106187,288305,2116004,2013
3-01715-7508,789 BEDFORD AVENUE,BEDFORD STUYVESANT,R4-CONDOMINIUM,12,2008,19030,320465,10847,309618,2166002,2014
3-01715-7508,789 BEDFORD AVENUE,BEDFORD STUYVESANT,R4-CONDOMINIUM,12,2008,19030,445492,153762,291730,2231000,2015
3-01715-7508,789 BEDFORD AVENUE,BEDFORD STUYVESANT,R4-ELEVATOR,12,2008,19030,464522,136255,328267,2614002,2016
3-01715-7508,789 BEDFORD AVENUE,BEDFORD STUYVESANT,R4-ELEVATOR,12,2008,19030,476511,138158,338353,2705998,2017
3-01715-7508,789 BEDFORD AVENUE,BEDFORD STUYVESANT,R4  -ELEVATOR,12,2008,19030,482791,112467,370324,2980998,2018
3-01715-7508,789 BEDFORD AVENUE,BEDFORD STUYVESANT,R4  -ELEVATOR,12,2008,19030,514571,120650,393921,3167998,2019
3-01715-7509,783 BEDFORD AVENUE,BEDFORD STUYVESANT,R4-CONDOMINIUM,12,2008,18158,381681,112580,269101,1964004,2012
3-01715-7509,783 BEDFORD AVENUE,BEDFORD STUYVESANT,R4-ELEVATOR,12,2008,18158,376415,101322,275093,2019000,2013
3-01715-7509,783 BEDFORD AVENUE,BEDFORD STUYVESANT,R4-CONDOMINIUM,12,2008,18158,369697,93514,276183,2022000,2014
3-01715-7509,783 BEDFORD AVENUE,BEDFORD STUYVESANT,R4-CONDOMINIUM,12,2008,18158,431797,152527,279270,2139996,2015
3-01715-7509,783 BEDFORD AVENUE,BEDFORD STUYVESANT,R4-ELEVATOR,12,2008,18158,438879,122930,315949,2511996,2016
3-01715-7509,783 BEDFORD AVENUE,BEDFORD STUYVESANT,R4-ELEVATOR,12,2008,18158,441239,119116,322123,2577000,2017
3-01715-7509,783 BEDFORD AVENUE,BEDFORD STUYVESANT,R4  -ELEVATOR,12,2008,18178,457177,96162,361015,2906004,2018
3-01715-7509,783 BEDFORD AVENUE,BEDFORD STUYVESANT,R4  -ELEVATOR,12,2008,18178,482808,103796,379012,3041004,2019
3-01899-7505,98 SKILLMAN STREET,BEDFORD STUYVESANT,R4  -ELEVATOR,12,2008,27054,589507,135541,453966,3529002,2019
3-01914-7505,898 BEDFORD AVENUE,BEDFORD STUYVESANT,R4-CONDOMINIUM,17,2008,20790,440956,102911,338045,1892762,2012
3-01914-7505,898 BEDFORD AVENUE,BEDFORD STUYVESANT,R4-CONDOMINIUM,17,2008,20790,610810,181289,429521,3275001,2014
3-01914-7505,898 BEDFORD AVENUE,BEDFORD STUYVESANT,R4-CONDOMINIUM,17,2008,20790,612473,283991,328482,2578000,2015
3-01914-7505,898 BEDFORD AVENUE,BEDFORD STUYVESANT,R4-ELEVATOR,17,2008,20790,521621,156549,365072,2920005,2017
3-01914-7505,898 BEDFORD AVENUE,BEDFORD STUYVESANT,R4  -ELEVATOR,17,2008,20790,640956,196258,444698,3579001,2018
3-01914-7505,898 BEDFORD AVENUE,BEDFORD STUYVESANT,R4  -ELEVATOR,17,2008,20790,611226,168399,442827,3596001,2019
3-01914-7506,153 SKILLMAN STREET,BEDFORD STUYVESANT,R4-CONDOMINIUM,8,2008,10624,225548,103690,121858,890998,2012
3-01914-7506,153 SKILLMAN STREET,BEDFORD STUYVESANT,R4-ELEVATOR,8,2008,10624,238615,117076,121539,906002,2013
3-01914-7506,153 SKILLMAN STREET,BEDFORD STUYVESANT,R4-CONDOMINIUM,8,2008,10624,248920,125576,123344,926999,2014
3-01914-7506,153 SKILLMAN STREET,BEDFORD STUYVESANT,R4-CONDOMINIUM,8,2008,10624,257844,129188,128656,989001,2015
3-01914-7506,153 SKILLMAN STREET,BEDFORD STUYVESANT,R4-ELEVATOR,8,2008,10624,271974,133437,138537,1109000,2016
3-01914-7506,153 SKILLMAN STREET,BEDFORD STUYVESANT,R4-ELEVATOR,8,2008,10624,287485,128125,159360,1275002,2017
3-01914-7506,153 SKILLMAN STREET,BEDFORD STUYVESANT,R4  -ELEVATOR,8,2008,10624,289398,128019,161379,1299000,2018
3-01914-7506,153 SKILLMAN STREET,BEDFORD STUYVESANT,R4  -ELEVATOR,8,2008,10624,305759,131844,173915,1409001,2019
3-02242-7505,30 THROOP AVENUE,WILLIAMSBURG-EAST,R2-WALK-UP,23,2008,45455,582279,307730,274549,1857001,2016
3-02242-7505,30 THROOP AVENUE,WILLIAMSBURG-EAST,R2  -WALK-UP,23,2008,45455,734553,421368,313185,2269002,2019
3-02248-7502,207 WALLABOUT STREET,WILLIAMSBURG-CENTRAL,R2-CONDOMINIUM,4,2008,8224,174596,80266,94330,519373,2012
3-02249-7501,437 MARCY AVENUE,WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,23,2008,40236,676367,204801,471566,2584776,2012
3-02249-7501,437 MARCY AVENUE,WILLIAMSBURG-CENTRAL,R4-ELEVATOR,23,2008,40236,747585,344018,403567,2889997,2013
3-02249-7501,437 MARCY AVENUE,WILLIAMSBURG-CENTRAL,R4-ELEVATOR,23,2008,40236,679184,292113,387071,2857999,2016
3-02249-7501,437 MARCY AVENUE,WILLIAMSBURG-CENTRAL,R4  -ELEVATOR,23,2008,40236,738733,332349,406384,3115005,2018
3-02249-7501,437 MARCY AVENUE,WILLIAMSBURG-CENTRAL,R4  -ELEVATOR,23,2008,40236,832080,380633,451447,3475002,2019
3-02300-7501,5 ROEBLING STREET,WILLIAMSBURG-NORTH,R4-CONDOMINIUM,20,2008,22096,340057,75789,264268,2142000,2012
3-02300-7501,5 ROEBLING STREET,WILLIAMSBURG-NORTH,R4-ELEVATOR,20,2008,22096,329893,89710,240183,1620000,2013
3-02300-7501,5 ROEBLING STREET,WILLIAMSBURG-NORTH,R4-ELEVATOR,20,2008,22096,549748,200853,348895,2784000,2016
3-02300-7501,5 ROEBLING STREET,WILLIAMSBURG-NORTH,R4-ELEVATOR,20,2008,22096,538921,145613,393308,3146000,2017
3-02300-7501,5 ROEBLING STREET,WILLIAMSBURG-NORTH,R4  -ELEVATOR,20,2008,22096,806283,233776,572507,4649000,2019
3-02303-7502,70 BERRY STREET,WILLIAMSBURG-NORTH,R4-CONDOMINIUM,38,2008,45651,734525,288058,446467,2002170,2012
3-02303-7502,70 BERRY STREET,WILLIAMSBURG-NORTH,R4-ELEVATOR,38,2008,45651,637744,314535,323209,2135000,2013
3-02303-7502,70 BERRY STREET,WILLIAMSBURG-NORTH,R4-CONDOMINIUM,38,2008,45651,577942,228712,349230,2230002,2014
3-02303-7502,70 BERRY STREET,WILLIAMSBURG-NORTH,R4-ELEVATOR,38,2008,45651,992453,394881,597572,4670009,2016
3-02303-7502,70 BERRY STREET,WILLIAMSBURG-NORTH,R4-ELEVATOR,38,2008,45651,1145384,507639,637745,5102007,2017
3-02303-7502,70 BERRY STREET,WILLIAMSBURG-NORTH,R4  -ELEVATOR,38,2008,45651,1209752,398533,811219,6529011,2018
3-02303-7502,70 BERRY STREET,WILLIAMSBURG-NORTH,R4  -ELEVATOR,38,2008,45651,1356748,475683,881065,7155998,2019
3-02358-7502,129 METROPOLITAN AVENUE,WILLIAMSBURG-NORTH,R4-CONDOMINIUM,12,2008,11679,249814,138279,111535,817002,2012
3-02358-7502,129 METROPOLITAN AVENUE,WILLIAMSBURG-NORTH,R4-ELEVATOR,12,2008,11679,270018,146221,123797,926003,2013
3-02358-7502,129 METROPOLITAN AVENUE,WILLIAMSBURG-NORTH,R4-CONDOMINIUM,12,2008,11679,286136,145988,140148,1060001,2014
3-02358-7502,129 METROPOLITAN AVENUE,WILLIAMSBURG-NORTH,R4-ELEVATOR,12,2008,11679,325844,145170,180674,1446003,2016
3-02358-7502,129 METROPOLITAN AVENUE,WILLIAMSBURG-NORTH,R4-ELEVATOR,12,2008,11679,364969,178922,186047,1488003,2017
3-02358-7502,129 METROPOLITAN AVENUE,WILLIAMSBURG-NORTH,R4  -ELEVATOR,12,2008,11679,377699,179740,197959,1592999,2018
3-02358-7502,129 METROPOLITAN AVENUE,WILLIAMSBURG-NORTH,R4  -ELEVATOR,12,2008,11679,419043,176470,242573,1969999,2019
3-02363-7501,80 METROPOLITAN AVENUE,WILLIAMSBURG-NORTH,R4-CONDOMINIUM,152,2008,138830,2648876,839922,1808954,12937004,2012
3-02363-7501,80 METROPOLITAN AVENUE,WILLIAMSBURG-NORTH,R4-ELEVATOR,152,2008,138830,2715515,816320,1899195,13758005,2013
3-02363-7501,80 METROPOLITAN AVENUE,WILLIAMSBURG-NORTH,R4-CONDOMINIUM,152,2008,138830,2929313,1000964,1928349,14220000,2014
3-02363-7501,80 METROPOLITAN AVENUE,WILLIAMSBURG-NORTH,R4-CONDOMINIUM,152,2008,138830,3076473,949597,2126876,16142004,2015
3-02363-7501,80 METROPOLITAN AVENUE,WILLIAMSBURG-NORTH,R4-ELEVATOR,152,2008,138830,3944160,1367476,2576684,20618007,2016
3-02363-7501,80 METROPOLITAN AVENUE,WILLIAMSBURG-NORTH,R4-ELEVATOR,152,2008,138830,3876134,1249470,2626664,21012002,2017
3-02363-7501,80 METROPOLITAN AVENUE,WILLIAMSBURG-NORTH,R4  -ELEVATOR,152,2008,138830,4418959,1382747,3036212,24438003,2018
3-02363-7502,58 METROPOLITAN AVENUE,WILLIAMSBURG-NORTH,R4-ELEVATOR,50,2008,63705,1430814,702029,728785,5429998,2013
3-02363-7502,58 METROPOLITAN AVENUE,WILLIAMSBURG-NORTH,R4-CONDOMINIUM,50,2008,63705,1486238,695659,790579,5934000,2014
3-02363-7502,58 METROPOLITAN AVENUE,WILLIAMSBURG-NORTH,R4-CONDOMINIUM,50,2008,63705,1400236,568249,831987,6306000,2015
3-02363-7502,58 METROPOLITAN AVENUE,WILLIAMSBURG-NORTH,R4-ELEVATOR,50,2008,63705,2065953,918626,1147327,9180995,2016
3-02363-7502,58 METROPOLITAN AVENUE,WILLIAMSBURG-NORTH,R4-ELEVATOR,50,2008,63705,2027093,812876,1214217,9712999,2017
3-02363-7502,58 METROPOLITAN AVENUE,WILLIAMSBURG-NORTH,R4  -ELEVATOR,50,2008,63705,2078694,688651,1390043,11187997,2018
3-02363-7502,58 METROPOLITAN AVENUE,WILLIAMSBURG-NORTH,R4  -ELEVATOR,50,2008,63705,2299751,621124,1678627,13634994,2019
3-02383-7503,14 HOPE STREET,WILLIAMSBURG-NORTH,R4-CONDOMINIUM,30,2008,24884,561881,275715,286166,2115996,2012
3-02383-7503,14 HOPE STREET,WILLIAMSBURG-NORTH,R4-ELEVATOR,30,2008,24884,553669,257052,296617,2206998,2013
3-02383-7503,14 HOPE STREET,WILLIAMSBURG-NORTH,R4-CONDOMINIUM,30,2008,24884,460603,165479,295124,2115000,2014
3-02383-7503,14 HOPE STREET,WILLIAMSBURG-NORTH,R4-ELEVATOR,30,2008,24884,500915,210270,290645,2236998,2016
3-02383-7503,14 HOPE STREET,WILLIAMSBURG-NORTH,R4-ELEVATOR,30,2008,24884,518831,165727,353104,2753005,2017
3-02383-7503,14 HOPE STREET,WILLIAMSBURG-NORTH,R4  -ELEVATOR,30,2008,24884,671619,240628,430991,3469006,2018
3-02383-7503,14 HOPE STREET,WILLIAMSBURG-NORTH,R4  -ELEVATOR,30,2008,24884,773146,216491,556655,4521004,2019
3-02393-7501,186 GRAND STREET,WILLIAMSBURG-SOUTH,R2-CONDOMINIUM,9,2008,8185,246141,113157,132984,474336,2012
3-02393-7501,186 GRAND STREET,WILLIAMSBURG-SOUTH,R2-WALK-UP,9,2008,8185,142828,53039,89789,474336,2013
3-02393-7501,186 GRAND STREET,WILLIAMSBURG-SOUTH,R2-CONDOMINIUM,9,2008,8185,150850,34704,116146,853000,2015
3-02393-7501,186 GRAND STREET,WILLIAMSBURG-SOUTH,R2-WALK-UP,9,2008,8185,157070,39779,117291,893999,2016
3-02393-7501,186 GRAND STREET,WILLIAMSBURG-SOUTH,R2-WALK-UP,9,2008,8185,215920,85779,130141,1041001,2017
3-02393-7501,186 GRAND STREET,WILLIAMSBURG-SOUTH,R2  -WALK-UP,9,2008,8185,200533,55985,144548,1163000,2018
3-02393-7501,186 GRAND STREET,WILLIAMSBURG-SOUTH,R2  -WALK-UP,9,2008,8185,217475,68099,149376,1199001,2019
3-02421-7502,251 SOUTH 3 STREET,WILLIAMSBURG-SOUTH,R4-ELEVATOR,10,2008,9194,236470,114189,122281,978002,2016
3-02421-7502,251 SOUTH 3 STREET,WILLIAMSBURG-SOUTH,R4-ELEVATOR,10,2008,9194,223874,107110,116764,934000,2017
3-02421-7502,251 SOUTH 3 STREET,WILLIAMSBURG-SOUTH,R4  -ELEVATOR,10,2008,9194,218725,93227,125498,1010001,2018
3-02421-7502,251 SOUTH 3 STREET,WILLIAMSBURG-SOUTH,R4  -ELEVATOR,10,2008,9194,257432,108121,149311,1206000,2019
3-02451-7501,370 SOUTH 4 STREET,WILLIAMSBURG-SOUTH,RR-CONRENT,21,2008,27764,754903,306237,448666,3589000,2017
3-02451-7501,370 SOUTH 4 STREET,WILLIAMSBURG-SOUTH,RR  -CONRENT,21,2008,27764,811819,324839,486980,3953000,2019
3-02523-7503,214 GREEN STREET,GREENPOINT,R4-CONDOMINIUM,10,2008,13046,276967,127329,149638,1093999,2012
3-02523-7503,214 GREEN STREET,GREENPOINT,R4-ELEVATOR,10,2008,13046,224522,77102,147420,1036000,2013
3-02523-7503,214 GREEN STREET,GREENPOINT,R4-ELEVATOR,10,2008,13046,366723,174816,191907,1536001,2016
3-02523-7503,214 GREEN STREET,GREENPOINT,R4-ELEVATOR,10,2008,13046,440172,211476,228696,1829001,2017
3-02523-7503,214 GREEN STREET,GREENPOINT,R4  -ELEVATOR,10,2008,13046,467830,184340,283490,2302002,2019
3-02697-7503,524 MANHATTAN AVENUE,GREENPOINT,R4-CONDOMINIUM,14,2008,18194,386259,177573,208686,1525999,2012
3-02697-7503,524 MANHATTAN AVENUE,GREENPOINT,R4-ELEVATOR,14,2008,18194,326400,100067,226333,1606999,2013
3-02697-7503,524 MANHATTAN AVENUE,GREENPOINT,R4-CONDOMINIUM,14,2008,18194,381346,121172,260174,1916002,2014
3-02697-7503,524 MANHATTAN AVENUE,GREENPOINT,R4-ELEVATOR,14,2008,18194,413368,98793,314575,2477002,2016
3-02697-7503,524 MANHATTAN AVENUE,GREENPOINT,R4  -ELEVATOR,14,2008,18194,527990,196313,331677,2669998,2018
3-02697-7503,524 MANHATTAN AVENUE,GREENPOINT,R4  -ELEVATOR,14,2008,18194,537451,166657,370794,3010997,2019
3-02744-7503,131 JACKSON STREET,WILLIAMSBURG-EAST,R2-CONDOMINIUM,24,2008,29704,583090,203769,379321,2729004,2012
3-02744-7503,131 JACKSON STREET,WILLIAMSBURG-EAST,R2-WALK-UP,24,2008,29704,564079,175551,388528,2797002,2013
3-02744-7503,131 JACKSON STREET,WILLIAMSBURG-EAST,R2-CONDOMINIUM,24,2008,29704,532296,132480,399816,2842998,2014
3-02744-7503,131 JACKSON STREET,WILLIAMSBURG-EAST,R2-WALK-UP,24,2008,29704,616358,215651,400707,3102012,2016
3-02744-7503,131 JACKSON STREET,WILLIAMSBURG-EAST,R2-WALK-UP,24,2008,29704,672202,196938,475264,3772012,2017
3-02744-7503,131 JACKSON STREET,WILLIAMSBURG-EAST,R2  -WALK-UP,24,2008,29704,679330,149411,529919,4252012,2018
3-02744-7503,131 JACKSON STREET,WILLIAMSBURG-EAST,R2  -WALK-UP,24,2008,29704,832306,268821,563485,4550020,2019
3-02907-7503,42 MASPETH AVENUE,WILLIAMSBURG-EAST,R4  -ELEVATOR,53,2008,50922,1362673,494962,867711,6984013,2018
3-02907-7503,42 MASPETH AVENUE,WILLIAMSBURG-EAST,R4  -ELEVATOR,53,2008,50922,1415632,471029,944603,7622010,2019
3-03049-7501,38 MESEROLE STREET,WILLIAMSBURG-EAST,R4-CONDOMINIUM,14,2008,13263,214993,50134,164859,1131002,2012
3-03049-7501,38 MESEROLE STREET,WILLIAMSBURG-EAST,R4-CONDOMINIUM,14,2008,13263,239265,73875,165390,1177999,2014
3-03049-7501,38 MESEROLE STREET,WILLIAMSBURG-EAST,R4-CONDOMINIUM,14,2008,13263,226267,52256,174011,1256999,2015
3-03049-7501,38 MESEROLE STREET,WILLIAMSBURG-EAST,R4-ELEVATOR,14,2008,13263,237806,52256,185550,1392001,2016
3-03049-7501,38 MESEROLE STREET,WILLIAMSBURG-EAST,R4  -ELEVATOR,14,2008,13263,295632,68039,227593,1822000,2018
3-03049-7501,38 MESEROLE STREET,WILLIAMSBURG-EAST,R4  -ELEVATOR,14,2008,13263,321097,61275,259822,2057001,2019
3-03049-7502,29 MONTROSE AVENUE,WILLIAMSBURG-EAST,R4-ELEVATOR,10,2008,6276,199200,90123,109077,873002,2016
3-03049-7502,29 MONTROSE AVENUE,WILLIAMSBURG-EAST,R4  -ELEVATOR,10,2008,6276,202150,83157,118993,958001,2018
3-03151-7503,87 MELROSE STREET,BUSHWICK,RR-CONRENT,59,2008,85944,1731772,649737,1082035,8331000,2016
3-03151-7503,87 MELROSE STREET,BUSHWICK,RR-CONRENT,59,2008,85944,1824591,747713,1076878,8429000,2017
3-03151-7503,87 MELROSE STREET,BUSHWICK,RR  -CONRENT,59,2008,85944,1809121,751151,1057970,8374000,2018
3-03151-7503,87 MELROSE STREET,BUSHWICK,RR  -CONRENT,59,2008,85944,1934599,743416,1191183,9318000,2019
3-03280-7501,316 HIMROD STREET,WYCKOFF HEIGHTS,RR-CONDOMINIUM,52,2008,63240,870182,450901,419281,2736000,2012
3-03280-7501,316 HIMROD STREET,WYCKOFF HEIGHTS,RR-CONRENTAL,52,2008,63240,939114,545129,393985,2654000,2013
3-03280-7501,316 HIMROD STREET,WYCKOFF HEIGHTS,RR-CONDOMINIUM,52,2008,63240,1139585,638092,501493,3571000,2014
3-03280-7501,316 HIMROD STREET,WYCKOFF HEIGHTS,RR-CONRENT,52,2008,63240,1363454,507185,856269,6681000,2016
3-03280-7501,316 HIMROD STREET,WYCKOFF HEIGHTS,RR-CONRENT,52,2008,63240,1411517,564733,846784,6702000,2017
3-03280-7501,316 HIMROD STREET,WYCKOFF HEIGHTS,RR  -CONRENT,52,2008,63240,1484243,622914,861329,6933000,2018
3-03280-7501,316 HIMROD STREET,WYCKOFF HEIGHTS,RR  -CONRENT,52,2008,63240,1591118,636194,954924,7605000,2019
